"Runtime","Processor","MatrixSize","MatrixOperation","Trial"
1.1000440120697,"GPU",10,"Inversion",1
1.09454870223999,"GPU",10,"Inversion",2
1.08678317070007,"GPU",10,"Inversion",3
1.06548023223877,"GPU",10,"Inversion",4
1.08147239685059,"GPU",10,"Inversion",5
1.32910418510437,"GPU",20,"Inversion",1
1.30915594100952,"GPU",20,"Inversion",2
1.32068538665771,"GPU",20,"Inversion",3
1.3235969543457,"GPU",20,"Inversion",4
1.31299018859863,"GPU",20,"Inversion",5
2.20838975906372,"GPU",40,"Inversion",1
2.20580577850342,"GPU",40,"Inversion",2
2.19964909553528,"GPU",40,"Inversion",3
2.2095992565155,"GPU",40,"Inversion",4
2.23602557182312,"GPU",40,"Inversion",5
3.85128092765808,"GPU",80,"Inversion",1
3.86797571182251,"GPU",80,"Inversion",2
3.85580253601074,"GPU",80,"Inversion",3
3.85222005844116,"GPU",80,"Inversion",4
3.87171077728271,"GPU",80,"Inversion",5
6.89810752868652,"GPU",160,"Inversion",1
6.90000581741333,"GPU",160,"Inversion",2
6.91490602493286,"GPU",160,"Inversion",3
6.93038940429688,"GPU",160,"Inversion",4
6.90547752380371,"GPU",160,"Inversion",5
18.1800360679627,"GPU",320,"Inversion",1
18.2002787590027,"GPU",320,"Inversion",2
18.2285277843475,"GPU",320,"Inversion",3
18.233416557312,"GPU",320,"Inversion",4
18.2446248531342,"GPU",320,"Inversion",5
44.668886423111,"GPU",640,"Inversion",1
44.7082812786102,"GPU",640,"Inversion",2
44.6955697536469,"GPU",640,"Inversion",3
44.7039721012115,"GPU",640,"Inversion",4
44.7160267829895,"GPU",640,"Inversion",5
113.991308927536,"GPU",1280,"Inversion",1
113.842156887054,"GPU",1280,"Inversion",2
113.898313522339,"GPU",1280,"Inversion",3
113.83891916275,"GPU",1280,"Inversion",4
113.796486377716,"GPU",1280,"Inversion",5
0.0483522415161133,"TPU",10,"Addition",1
0.0481064319610596,"TPU",10,"Addition",2
0.0484907627105713,"TPU",10,"Addition",3
0.0480692386627197,"TPU",10,"Addition",4
0.0498116016387939,"TPU",10,"Addition",5
0.0484464168548584,"TPU",20,"Addition",1
0.0476453304290771,"TPU",20,"Addition",2
0.0480246543884277,"TPU",20,"Addition",3
0.0553946495056152,"TPU",20,"Addition",4
0.0578551292419434,"TPU",20,"Addition",5
0.047832727432251,"TPU",40,"Addition",1
0.0505778789520264,"TPU",40,"Addition",2
0.0502860546112061,"TPU",40,"Addition",3
0.0498676300048828,"TPU",40,"Addition",4
